"english","darija","includes_arabizi"
"In the 16th century Paraguay, formerly called The Giant Province of the Indies, was born as a result of the encounter of Spanish conquerors with the native indigenous groups. The previous text is in English. Here is a translation to Moroccan Arabic:","في القرن السادس عشر، تبنات باراغواي، اللي كانت معروفة سابقًا باسم المقاطعة العملاقة لجزر الهند نتيجة لمواجهة بين الغزاة الإسبان ومجموعات السكان الأصليين.",false
"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it. The previous text is in English. Here is a translation to Moroccan Arabic:","في تجربة ديالPALM خدموا بالدوا الي سميته ZMapp للمراقبة يعني أن العلماء اخترعو باش يكون الأساس اللي غادي يقارنوا بيه الدوايات الثلاثة الأخرى.",false
"In the archipelagos and lakes you do not necessarily need a yacht. The previous text is in English. Here is a translation to Moroccan Arabic:","ماشي بالضرورة غتحتاج يخت في الأرخبيل والبحيرات.",false
"In the churchyard, there are interesting marble sculptures of doves over some tombs. The previous text is in English. Here is a translation to Moroccan Arabic:","في باحة الكنيسة، كاين تماثيل درخام زوينة نتاع لحمام فوق شي قبورة.",false
"In the context of Romanticism, the geography molded individuals, and over time customs and culture related to that geography arose, and these, being in harmony with the place of the society, were better than arbitrarily imposed laws. The previous text is in English. Here is a translation to Moroccan Arabic:","في سياق الحركة الرومانسية، الجغرافيا شكلات الأفراد، ومع الوقت بانت العادات والثقافة المتصلة بديك الجغرافيا، وكانو هادو، باعتبارهم متواتيين مع لبلاصة دالمجتمع، أفضل من القوانين المفروضة تعسفيًا.",false
"In the manner that Paris is known as the fashion capital of the contemporary world, Constantinople was regarded as the fashion capital of feudal Europe. The previous text is in English. Here is a translation to Moroccan Arabic:","باريس مشهورة بأنها عاصمة الموضة في العالم المعاصر، كانت القسطنطينيّة كتتعتبر عاصمة الموضة في أوروبا الإقطاعيّة.",false
"In the north the region is bounded by the Sahel, and in the south and west by the Atlantic Ocean. The previous text is in English. Here is a translation to Moroccan Arabic:","من الشمال، كيحد المنطقة الساحل الإفريقي، وكيحدها المحيط الأطلسي من الجنوب والغرب.",false
"In the warm climate of the Middle East, the house was not so important. The previous text is in English. Here is a translation to Moroccan Arabic:","في مناخ الشرق الأوسط الدافئ، الدار معندهاش أهميّة كبيرة.",false
"In this dynamic transport shuttle everyone is somehow connected with, and supporting, a transport system based on private cars. The previous text is in English. Here is a translation to Moroccan Arabic:","في وسيلة النقل الحيوية، كل واحد كيدعم وكيرتبط نوعاً ما بمنظومة نقل لأساس ديالها الطوموبيلات الخاصّة.",false
"Infectious diseases themselves, or dangerous animals that can injure or kill people by force, do not usually qualify as pests. The previous text is in English. Here is a translation to Moroccan Arabic:","الأمراض المعدية براسها، أو الحيوانات الخطرة اللي يمكن أنها تصيب أو تقتل الناس بالقوة، مكاتتوصفش عادة بأنها آفات.",false
"Infrared images show that the temperature variations from night and day show that they are likely caves. The previous text is in English. Here is a translation to Moroccan Arabic:","بينات صور الأشعة تحت الحمراء أن التغيرات في درجات الحرارة بين الليل والنهار كتبين أنها كهوف محتملة.",false
"Inland waterways can be a good theme to base a holiday around. The previous text is in English. Here is a translation to Moroccan Arabic:","ممكن تكون الترع المائية الداخلية فكرة مزيانة باش تدوز فيها لعطلة.",false
"Insects were the first animals to take to the air. Their ability to fly helped them evade enemies more easily and find food and mates more efficiently. The previous text is in English. Here is a translation to Moroccan Arabic:","وكانت الحشرات أول حيوان تطير في الهواء. عاوناتهم لقدرة نتاعهم على الطيران أنهم يهربو من الأعداء بسهولة أكبر ويلقاو لماكلة والأزواج على واحد النحو أكثر كفاءة.",false
"Internal poisoning may not be immediately apparent. Symptoms, such as vomiting are sufficiently general that an immediate diagnosis cannot be made. The previous text is in English. Here is a translation to Moroccan Arabic:","تقدر متبانش لأعراض نتاع التسمم الداخلي فلبلاصة. التشخيص الفوري مايمكنش يتبنا فاش تبان أعراض بحال التقيا واللي هي عامة.",false
"International sanctions have meant that new aircraft cannot be purchased. The previous text is in English. Here is a translation to Moroccan Arabic:","كتشمل العقوبات الدولية منع شراء طائرات جديدة.",false
"Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room. The previous text is in English. Here is a translation to Moroccan Arabic:","كيعاون كيّ الملابس المبلّلة على تنشاف ديالها. وكتوفر بزاف دلوطيلات كواية وطبلة دلكواية تقدر تخاد واخا مكتنتش فلبيت.",false
"Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years. The previous text is in English. Here is a translation to Moroccan Arabic:","كتطالب إسرائيل باستمرار التواجد العسكري فلواد لمدّة عشر سنوات، بمجرّد توقيع اتفاق، فلوقت اللي كتوافق السلطة الفلسطينيّة على استمرار هاذ التواجد لخمس سنوات فقط.",false
"It also arguably makes reading easier, though writing is somewhat complicated by the need to find out whether a verb or adjective is used in a substantivized form. The previous text is in English. Here is a translation to Moroccan Arabic:","يمكن نقولو أنه كيسهل لقراية، واخا أن الكتابة معقدة إلى حد ما بسبب الحاجة للمعرفة واش الفعل أو الصفة كيستخدمو فشكل مثبت.",false
"It also attacked anything that entered the water; even a giant dinosaur such as T. rex would be no match for it. The previous text is in English. Here is a translation to Moroccan Arabic:","كما هاجمات أي حاجة دخلات الما؛ حتى ديناصور عملاق بحال تي ريكس مقدرش عليها.",false
"It also had no authority to override tax laws and tariffs between states. The previous text is in English. Here is a translation to Moroccan Arabic:","بالإضافة إلى ذلك، معندهاش سلطة باش تتجاوز القوانين الضريبيّة والتعريفات اللي كاينة بين الولايات.",false
"It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called illuminated manuscripts. The previous text is in English. Here is a translation to Moroccan Arabic:","ممكن تولي رقيقة بزاف، وتتلصاق فمعدن آخر. ويمكن أن يكون رقيق لدرجة أنه كان كتيستخدم شي مرات لتزواق التصاور المرسومة يدوياً في كتب كتتسمى المخطوطات المضيئة.",false
"It can be pulled into thin wire, which can be twisted and plaited. It can be hammered or rolled into sheets. The previous text is in English. Here is a translation to Moroccan Arabic:","ويمكن يتسحب لسلك رقيق ويقدر يتلوا ويتضفر. يمكن أن يتم طرقه أو لفه على شكل أوراق.",false
"It had been scheduled to be cut down on Tuesday, but was saved after an emergency court ruling. The previous text is in English. Here is a translation to Moroccan Arabic:","كان مقرر أنها تتعدم نهار الثلاثاء، ولكن أنقذها واحد لحكم مستعجل من المحكمة.",false
"It has a notably wide variety of plant communities, due to its range of microclimates, differing soils and varying levels of altitude. The previous text is in English. Here is a translation to Moroccan Arabic:","هندها مجموعة كبيرة ومتنوعة من المجتمعات النباتية، بسبب نطاق المناخات المحلية، وأنواع التربة المختلفة، ومستويات الارتفاع المتفاوتة.",false
"It has been known for a long time that different types of brain damage, traumas, lesions, and tumours affect behaviour and cause changes in some mental functions. The previous text is in English. Here is a translation to Moroccan Arabic:","من المعروف منذ مدة طويلة أن الأنواع المختلفة من تلف الدماغ، والصدمات، والآفات، والأورام كتؤثر على السلوك وكتسبب تغيرات فشي وظائف عقلية.",false
"It has brought us the train, the car, and many other transportation devices. The previous text is in English. Here is a translation to Moroccan Arabic:","جاب لنا التران والطوموبيل وبزاف دأجهزة النقل الأخرى.",false
"It is Martelly's fifth CEP in four years. The previous text is in English. Here is a translation to Moroccan Arabic:","هو المجلس الانتخابي المؤقت الخامس ديال مارتيلي خلال أربع سنين.",false
"It is helpful to also wear a ring (just not one that looks too expensive. The previous text is in English. Here is a translation to Moroccan Arabic:","مزيان يتلبس لخاتم (ولكن ماشي اللي كيبان غالي بزاف.",false
"It is nearly impossible to exchange Falklands currency outside of the islands, so exchange money prior to leaving the islands. The previous text is in English. Here is a translation to Moroccan Arabic:","من المستحيل تقريباً تتصرف عملة فوكلاندس بزا نتاع الجزر، على ذاكشي خاص يتصرفو لفلوس قبل مايخوي لواحد الجزر.",false
"It is not something to be ashamed of: it is no different from the personal fears and dislikes of other things that very many people have. The previous text is in English. Here is a translation to Moroccan Arabic:","مافيهش لحشومة: هو بحال بزاف نتاع لمخاوف الشخصية وشي حوايج أخرين مكروهين واللي كاينين عند بزاف ديال الناس.",false
"It is obvious enough that the world has changed much because of humankind's scientific and technological advancements, and problems have become greater because of overpopulation and mankind's extravagant lifestyle. The previous text is in English. Here is a translation to Moroccan Arabic:","واضح بشكل كاف أن العالم تبدل بزاف بسبب التقدم العلمي والتقنية للبشرية، وولات المشاكل أكبر بسبب زيادة السكان ونمط الحياة المترف للإنسان.",false
"It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks). The previous text is in English. Here is a translation to Moroccan Arabic:","كتتعتابر وحدة من المناطق اللي كتجدب في جنوب إفريقيا، كما كتتعتبر منتزه رئيسي من المنتزهات الوطنية في جنوب إفريقيا (منتزهات جنوب إفريقيا الوطنية).",false
"It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots. The previous text is in English. Here is a translation to Moroccan Arabic:","هو مرتابط بجولات التزلج على جبال الألب أو تسلق الجبال، ولكنه مكيقاصرش غير على جولات التزلج على الجليد أو تسلق الجبال، بل كيمارس حتى في تضاريس منحدرة بشدة واللي كتتطلب زلاجات قاسحة وصباط طويل.",false
"It is reported that some 9400 homes in the region are without water and approximately 100 without electricity. The previous text is in English. Here is a translation to Moroccan Arabic:","أفادت التقارير أنه يوجد في المنطقة حوالي 9400 منزل بدون ماء وحوالي 100 منزل بلا كهرباء.",false
"It is still produced today, but more importantly its aspect ratio has been inherited by digital camera image sensor formats. The previous text is in English. Here is a translation to Moroccan Arabic:","لإنتاج ديالها ما زال مستمر حتى لليوم، ولكن الأهم من داكشي هو أن هيئة مستشعرات الصور في الكاميرات الرقمية ورثات نسبة عرض الصورة للارتفاعها.",false
"It is thinner under the maria and thicker under the highlands. The previous text is in English. Here is a translation to Moroccan Arabic:","هو ضعيف تحت ماريا وغليض تحت المرتفعات.",false
"It isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research. The previous text is in English. Here is a translation to Moroccan Arabic:","وهي واخا هكاك مامتفرداش في هاذ الشأن، كيتعتبر التجريب والتجربة اختبار يمكن يتستخدم باش ننفيو فرضية أولا كتر؛ طرح الأسئلة وإجراء الملاحظات حتا هما كيوجهو البحث العلمي.",false
"It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks. The previous text is in English. Here is a translation to Moroccan Arabic:","من الممكن أنه ينفعك تشري بطاقة Wild Card، فهي كتخليك تدخل لمجموعة مختارة من متنزهات جنوب إفريقيا أولا كاع المتنزهات دجنوب إفريقيا الوطنية.",false
"It states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally (see example). The previous text is in English. Here is a translation to Moroccan Arabic:","تيقول أن أكثر مكان مؤثر للموضوع الرئيسي هو فتقاطع الخطوط اللي كتقسم الصورة إلى أثلاث عمودياً وأفقياً (انظر المثال).",false
"It takes a giant rocket over a 100 feet high to put a satellite or telescope in space. The previous text is in English. Here is a translation to Moroccan Arabic:","كيتطلب الأمر صاروخاً كبير لارتفاع ديالو أكثر من 100 قدم باش يتحط قمر اصطناعي أو منظار في الفضاء.",false
"It uses satellite-based technology as opposed to older ground-radar-based technology to allow air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information. The previous text is in English. Here is a translation to Moroccan Arabic:","كتستعمل تقنية مرتبطة بالأقمار الاصطناعية ماشي بحال التقنية القديمة اللي كتستعمل رادار أرضي باش تسمح للمراقبين الجويين يحددو لبلاصة ديال الطيارة بدقة أعلى وتعطي للطيارين معلومات محددة أكثر.",false
"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos. The previous text is in English. Here is a translation to Moroccan Arabic:","كيحذر من أنه حتى واحد ما يمكن له يضمن باللي أي مسار عمل في هاذ اللحظة في العراق غادي يوقف الحرب الطائفية أو العنف الي كيزيد أو الطريق ديال الفوضى.",false
"It was at this time that the transfer of the title of Fashion Capital from Constantinople to Paris was made. The previous text is in English. Here is a translation to Moroccan Arabic:","وفي هاذ الوقت تطلق لقب عاصمة الموضة على باريس فعوض القسطنطينية.",false
"It was one of the major stops during Henry Louis Gates' PBS special Wonders of the African World. The previous text is in English. Here is a translation to Moroccan Arabic:","كانت وحدة من أكبر الوقفات فالبرنامج ديال هنري لويس غيتس عجائب عالم إفريقيا.",false
"It was ruled by the Vichy French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them. The previous text is in English. Here is a translation to Moroccan Arabic:","كانت كتحكمها فيشي الفرنسية. هادو فرنسيين اللي دارو السلام مع ألمانيا ف 1940 و خدمو مع المستعمرين عوض ما يضاربو معاهم.",false
"It was the final match for the All Blacks, who had already won the trophy two weeks ago. The previous text is in English. Here is a translation to Moroccan Arabic:","كان هادا هو الماتش الأخير ل All Blacks اللي ربحو البطولة هادي جوج سيمانات.",false
"It was to last for the next 40 years and would be fought for real, by proxy armies, on battlefields from Africa to Asia, in Afghanistan, Cuba and many other places. The previous text is in English. Here is a translation to Moroccan Arabic:","كان ممكن أنها تدوم ل 40 عام الجاية وتحارها جيوش الوكالة بصرامة فساحات المعركة من إفريقيا حتال آسيا، فأفغانستان و كوبا وبلايص وحدين أخرين.",false
"It's expected that most event tickets will cost between ¥2,500 and ¥130,000, with typical tickets costing around ¥7,000. The previous text is in English. Here is a translation to Moroccan Arabic:","من المتوقع أن أغلب تذاكر الحدث غتوصل التكلفة ديالها بين 2,500 و 130,000 ين، أما تكلفة العادية النموذجية فغادي تكون حوالي 7,000 ين.",false
"It's worth half an hour to stroll about the intriguing village. The previous text is in English. Here is a translation to Moroccan Arabic:","كيستاحق هادشي نص ساعة من التجوّل في القرية المثيرة للاهتمام.",false
"Italian is also the everyday language used by most of those who work in the state while Latin is often used in religious ceremonies. The previous text is in English. Here is a translation to Moroccan Arabic:","الإيطاليّة أيضاً هي لغة الحياة اليوميّة اللي كيستخدموها معظم اللي تيخدمو فالدولة، بينما كتتستخدم اللاتينيّة عادةً في المراسم الدينيّة.",false
"Italy's national football, along with German national football team is the second most successful team in the world and were the FIFA World Cup champions in 2006. The previous text is in English. Here is a translation to Moroccan Arabic:","كرة القدم الوطنية الإيطالية، إلى جانب المنتخب الألماني لكرة القدم هي ثاني أكثر الفرق اللي ناجحين فالعالم وربحو كأس العالم لكرة القدم في عام 2006.",false
"Its all-pervading power affected everyone from king to commoner. The previous text is in English. Here is a translation to Moroccan Arabic:","القوة الشاملة اللي كانت عندها أثّرت على كولشي من الملك وحتال عامة الناس.",false
"Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path. The previous text is in English. Here is a translation to Moroccan Arabic:","لفكين الطوال كانو مرصعين بأكثر من 70 سنا كيشبهو للزيزوارات وزيد واحد لمجموعة أخرى في السقف نتاع فمها، وهاذ كيعني أنه ميمكنش شي حاجة تهرب منها إذا جات فطريقها.",false
"Its renown for being an epicenter of luxury began in about 400 A.D. and lasted up until about 1100 A.D. The previous text is in English. Here is a translation to Moroccan Arabic:","مشهورة بكونها مركز الفخامة من عام 400 بعد الميلاد واستمرات شهرتها حتال عام 1100 بعد الميلاد.",false
"Its status declined during the twelfth century mainly due to the fact that Crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered. The previous text is in English. Here is a translation to Moroccan Arabic:","طاحت لحالة ديالها ف القرن الثاني عشر في الأساس بسبب أن الحملات الصليبية رجعات وهي هازة معها هدايا بحال الحرير ولعطرية واللي كانت عندها قيمة كبيرة من داكشي اللي كانت كتوفرو الأسواق البيزنطية.",false
"Japan's Ministry of Economy, Trade and Industry (METI) said that it had been aware of 27 accidents related to the devices. The previous text is in English. Here is a translation to Moroccan Arabic:","قالت وزارة الاقتصاد والتجارة والصناعة (ميتي) أنها كانت عارفة الحوادث 27 المتعلقين بالأجهزة.",false
"Japanese work culture is more hierarchical and formal that what Westerners may be used to. The previous text is in English. Here is a translation to Moroccan Arabic:","ثقافة العمل اليابانية أكثر هرمية و رسمية من داك الشي اللي مولفين عليه الغربيين.",false
"Japans holds nearly 7,000 islands (the biggest being Honshu), making Japan the 7th largest island in the world! The previous text is in English. Here is a translation to Moroccan Arabic:","اليابان فيها تقريبا 7000 جزيرة (أكبرها هونشو) الشيء اللي تيخليها سابع أكبر جزيرة فالعالم.",false
"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy. The previous text is in English. Here is a translation to Moroccan Arabic:","بحال كيفما القمر تيأثر على الأرض ويسبب المد والجزر فحتى درب التبانة تيطبق قوة على مجرة القوس.",false
"Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him. The previous text is in English. Here is a translation to Moroccan Arabic:","قدم لاكها سينغ الشابان بهوغ بهاجان. وكان المغني راجو خانديلوال معاه.",false
"Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness. The previous text is in English. Here is a translation to Moroccan Arabic:","أغلب المناطق فأقصى الشمال قليلة السكان وشي وحدين تقريبا مجرد خلا مامسكونش.",false
"Last month Iran saw its worst air disaster in years when an airliner heading to Armenia crashed, killing the 168 on board. The previous text is in English. Here is a translation to Moroccan Arabic:","وقعات الشهر الفايت أسوء كارثة جوية عرفاتها إيران منذ سنوات فاش تحطمات طائرة كانت غادية لأرمينيا ماتوا فيها 168.",false
"Last month a presidential commission recommended the prior CEP's resignation as part of a package of measures to move the country towards new elections. The previous text is in English. Here is a translation to Moroccan Arabic:","قالت اللجنة الانتخابية الشهر اللي فات أن استقالة المجلس الانتخابي المؤقت جزء من الخطوات اللي غاتدفع البلاد لانتخابات جديدة.",false
"Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called non-serious. The previous text is in English. Here is a translation to Moroccan Arabic:","صرحت وزارة الاقتصاد والتجارة والصناعة أن أبل علماتها بالحوادث ال34 النشيطة الإضافية اللي سماتها الشركة ماشي خطيرة.",false
"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria. The previous text is in English. Here is a translation to Moroccan Arabic:","قال الرئيس الأمريكي دونالد ترامب الأحد اللي فات فتصريح عبر من خلال السكريتير الصحفي أن الجنود الأمريكيين غادي يغادرو سوريا.",false
"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar. The previous text is in English. Here is a translation to Moroccan Arabic:","قالت التقارير من بعد أن الطيارة تلقت تهديد بالتفجير وبدلات الطريق ديالها لأفغانستان وهبطات ف قندهار.",false
"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a thorough and complete rewriting of the Conservative party's environmental bill. The previous text is in English. Here is a translation to Moroccan Arabic:","فاللقاء ديالو مع رئيس الوزراء، طلب السيد لايتون تغيير مشروع قانون البيئة اللي قدموه المحافظين وطلب إعادة كتابة شاملة وكاملة لمشروع البيئة اللي قدمو الحزب المحافظ.",false
"Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders. The previous text is in English. Here is a translation to Moroccan Arabic:","النقد اليبيرالي لجهود إعادة الترميم ركز على إرساء عقود إعادة البناء لالعاملين بالبيت الأبيض.",false
"Liggins followed in his father’s footsteps and entered a career in medicine. The previous text is in English. Here is a translation to Moroccan Arabic:","تبع ليغينز الطريق ديال باه ودار مسيرة فالطب.",false
"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes. The previous text is in English. Here is a translation to Moroccan Arabic:","حتى هو بحال بزاف ديال الخبراء لوخرين عندو شك فإمكانية علاج السكري، وكيشير أن نتائج هاد البحث معندهاش علاقة بالناس اللي عندهم داء السكري من النوع الأول.",false
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey. The previous text is in English. Here is a translation to Moroccan Arabic:","كتصرف زمر الأسود بحال قطعان الذئاب والكلاب حيوانات كتشبه للأسود (ولكن ماشي بحال القطط الكبيرة الأخرى) فالسلوك وشديدة الافتراس للفرائس ديالها.",false
"Lions are the most social cats, living in large groups called prides. The previous text is in English. Here is a translation to Moroccan Arabic:","الأسود هي أكثر القطط اجتماعية لاحقاش تيعيشو فمجموعات تيتسماو الزمرة.",false
"Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars. The previous text is in English. Here is a translation to Moroccan Arabic:","كتكون الأسود والفهود والنمور حشمانة بعض المرات وتقدر تشوفها مزيان بالمنظار.",false
"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water. The previous text is in English. Here is a translation to Moroccan Arabic:","السلطات المحلية كتحذر الناس اللي ساكنين حدا المعمل أنهم يبقاو فديورهم ويطفيو المكيفات وميشربوش الما دروبيني.",false
"Looking decidedly rusty in the game against their southern sisters, South Africa however steadily improved as the tournament progressed. The previous text is in English. Here is a translation to Moroccan Arabic:","بالرغم أنهم بانو ضعاف فالماتش ضد الشقيقات الجنوبيات ديالهم إلا أن جنوب إفريقيا تطورات بشكل مستمر بتقدم البطولة.",false
"MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord and the optic nerve. The previous text is in English. Here is a translation to Moroccan Arabic:","التهاب الدماغ هو مرض ممكن يقيس الجهاز العصبي الأوسط اللي كيتكون من الدماغ والنخاع الشوكي والعصب البصري.",false
"Machu Picchu consist of three main structures, namely Intihuatana, the Temple of the Sun, and the Room of the Three Windows. The previous text is in English. Here is a translation to Moroccan Arabic:","كاتضمن ماتشو بيتشو ثلاثة دالبنايات هما إينتيهواتانا و معبد الشمس وغرفة المنافذ الثلاثة.",false
"Madagascar is by far the biggest, and a continent on its own when it comes to wildlife. The previous text is in English. Here is a translation to Moroccan Arabic:","كتعتبر مدغشقر هي أكبر وقارة بوحدها فاش تنتكلمو على الحياة البرية.",false
"Majorcan cuisine, like that of similar zones in the Mediterranean, is based on bread, vegetables and meat (specially pork), and uses olive oil throughout. The previous text is in English. Here is a translation to Moroccan Arabic:","المطبخ المايوركي، بحال دوك اللي فمنطقة البحر الأبيض المتوسط، كيركز على الخبز، والخضر واللحم (خصوصا لحلوف)، وكيستعمل زيت الزيتون.",false
"Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee. The previous text is in English. Here is a translation to Moroccan Arabic:","بزاف دالبضائع المخبوزة الألمانية تيكون فيها اللوز، والفستق، ومكسرات أخرى دالأشجار. الكيكات المشهورة تاتكون ديما مع كأس قاسح دالقهوة.",false
"Many common formats (APS family of formats, for example) are equal to or closely approximate this aspect ratio. The previous text is in English. Here is a translation to Moroccan Arabic:","بزاف ديال الصيغ (بحال APS كمثال) تقريبا مساوية ولا قريبة لهاد النسبة.",false
"Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks. The previous text is in English. Here is a translation to Moroccan Arabic:","بزاف لاحظو أن الإيقاعات فعلم وظائف الأعضاء والسلوك دائما تيعتامدو على دورات داخلية والإنتاج ديالها عبر الساعة البيولوجية.",false
"Many of the traditions surrounding the holiday have been adopted also by non-believers in Christian countries and non-Christians around the world. The previous text is in English. Here is a translation to Moroccan Arabic:","بزاف دالعادات اللي عندها علاقة بالاحتفال بالعيد خداوها الناس اللي مكيآمنوش فالدول المسيحية والناس اللي ماشي مسحيين فالعالم.",false
"Many paleontologists today believe that one group of dinosaurs survived and is alive today. We call them birds. The previous text is in English. Here is a translation to Moroccan Arabic:","بزاف دعلماء الحفريات تيآمنو أن واحد المجموعة دالدينصورات عاشو ومازالين عايشين اليوم. وتنسميوهوم الطيور.",false
"Many people don't think about them as dinosaurs because they have feathers and can fly. The previous text is in English. Here is a translation to Moroccan Arabic:","بزاف دالناس متيشوفوهمش كدينصورات لاحقاش عندهم الريش وتيطيرو.",false
"Many trips to the reef are made all year around, and injuries due to any of these causes on the reef are rare. The previous text is in English. Here is a translation to Moroccan Arabic:","بزاف دالرحلات للشعاب المرجانية كتدار على طول العام، والإصابات فهاد الشعاب المرجانية نادرة.",false
"Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday. The previous text is in English. Here is a translation to Moroccan Arabic:","أدى مارتيلي البارح القسم في المجلس الانتخابي المؤقت (سيب) المكون من 9 أعضاء.",false
"Mass car ownership also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in healthcare for repairing damaged bodies. The previous text is in English. Here is a translation to Moroccan Arabic:","ملكية الكبيرة للسيارات كيأدي لارتفاع مؤشر الحوادث واللي بدورو تيأدي لاخراع تقنيات جديدة فالمجال الصحي باش تعالج الأجسام المعطوبة.",false
"Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot. The previous text is in English. Here is a translation to Moroccan Arabic:","غالبا أفراد ثقافة فرعية تيميزو راسهم باستخدام متميز ورمزي للأسلوب اللي ممكن يكون فالباس والتصرفات و اللهجة.",false
"Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race. The previous text is in English. Here is a translation to Moroccan Arabic:","كمل ميكل شوماخر السباق ديالو بمدة قليلو من بعد ألونسو، بسبب تعطل بلايص العجلات فالمواجهات العديدة فالسباق.",false
"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership. The previous text is in English. Here is a translation to Moroccan Arabic:","قدم رجال المضرب من الدرجة المتوسطة، ساشين تندولكر و راهول درافيد، أداء متميز ودارو 100 جرية مشتركة.",false
"Minor cultures often vanish without leaving relevant historic evidence and fail to be recognized as proper civilizations. The previous text is in English. Here is a translation to Moroccan Arabic:","الحضارات الصغيرة غالبا كتختفي بدون ما أنها تخلي معالم أثرية باينة وكتفشل فأنها يتم اعتبارها كحضارة خالصة.",false
"Moldova is a multi-ethnic republic that has suffered from ethnic conflict. The previous text is in English. Here is a translation to Moroccan Arabic:","مولدوفا جمهورية متعددة الإثنيات واللي عانات من الصراع الإثني.",false
"Money can be exchanged at the only bank in the islands which is located in Stanley across from the FIC West store. The previous text is in English. Here is a translation to Moroccan Arabic:","الفلوس تيتبدلو غير فالبنكة الوحيدة في الجزراللي كاينة ف ستانلي فالطريق اللي جاي من محل FIC الغربي.",false
"Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common. The previous text is in English. Here is a translation to Moroccan Arabic:","مونتفيديو كاينة فمنطقة شبه مدارية؛ تتكون الحرار فوق 30 درجة فأشهر الصيف.",false
"More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection. The previous text is in English. Here is a translation to Moroccan Arabic:","بزاف دالكنائس التقليدية تيحتافلو بعيد الفصح فليلة السبت فعطلة عيد الفصح، وكتدخل الطوئف فالاحتفال فنص الليل باش يحتافلو ببعاث المسيح.",false
"Moreover, failure to do so has serious consequences: growth depression, malnutrition, and ultimately death. The previous text is in English. Here is a translation to Moroccan Arabic:","وزيد أن الفشل فأن هادشي يتدار عندو نتائج خطيرة: انخفاض النمو وسوء التغذية والموت فالأخير.",false
"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs. The previous text is in English. Here is a translation to Moroccan Arabic:","كان الموساسوروس أقوى مفترس فالوقت ديالو ومكان تيخاف من حتى حاجة من غير بني جلدته.",false
"Most deaths happen as result of fatigue trying to swim back against the current, which may be impossible. The previous text is in English. Here is a translation to Moroccan Arabic:","معظم الوفيات كتوقع بسبب لعيا من بعد محاولة معاكسة التيار، اللي ممكن تكون مستحيلة.",false
"Most districts are served by small Japanese Coaster Buses, which are comfortable and sturdy. The previous text is in English. Here is a translation to Moroccan Arabic:","أغلب المقاطعات فيهم طوبيسات يابانية صغيرة اللي مريحة وصحيحة.",false
